12772 0.0  AUX --> do
6 0.0  VB --> rescue
6 0.0  VB --> rest
6 0.0  VB --> shovel
6 0.0  VB --> smile
6 0.0  VB --> switch
6 0.0  VB --> zoom
5 0.0  VB --> bag
5 0.0  VB --> burp
5 0.0  VB --> com'
5 0.0  VB --> copy
5 0.0  VB --> curl
5 0.0  VB --> dare
5 0.0  VB --> decorate
5 0.0  VB --> empty
5 0.0  VB --> entertain
5 0.0  VB --> follow
5 0.0  VB --> gallop
5 0.0  VB --> le
5 0.0  VB --> light
5 0.0  VB --> manage
5 0.0  VB --> matter
5 0.0  VB --> measure
5 0.0  VB --> mop
5 0.0  VB --> mow
5 0.0  VB --> offer
5 0.0  VB --> outgrow
5 0.0  VB --> pee
5 0.0  VB --> plug
5 0.0  VB --> protect
5 0.0  VB --> quit
5 0.0  VB --> remind
5 0.0  VB --> rush
5 0.0  VB --> seek
5 0.0  VB --> shrink
5 0.0  VB --> ski
5 0.0  VB --> sneeze
5 0.0  VB --> split
5 0.0  VB --> store
5 0.0  VB --> study
5 0.0  VB --> treat
5 0.0  VB --> twirl
5 0.0  VB --> whisper
5 0.0  VB --> yup
4 0.0  VB --> 's
4 0.0  VB --> babysit
4 0.0  VB --> back
4 0.0  VB --> been
4 0.0  VB --> breath
4 0.0  VB --> concentrate
4 0.0  VB --> cost
4 0.0  VB --> drape
4 0.0  VB --> examine
4 0.0  VB --> expect
4 0.0  VB --> fish
4 0.0  VB --> flash
4 0.0  VB --> giddyup
4 0.0  VB --> hate
4 0.0  VB --> heat
4 0.0  VB --> introduce
4 0.0  VB --> investigate
4 0.0  VB --> lock
4 0.0  VB --> print
4 0.0  VB --> rewind
4 0.0  VB --> roast
4 0.0  VB --> settle
4 0.0  VB --> sharpen
4 0.0  VB --> sign
4 0.0  VB --> smush
4 0.0  VB --> spoil
4 0.0  VB --> stamp
4 0.0  VB --> stink
4 0.0  VB --> thanks
4 0.0  VB --> trace
4 0.0  VB --> trip
4 0.0  VB --> undress
4 0.0  VB --> untangle
3 0.0  VB --> argue
3 0.0  VB --> arrive
3 0.0  VB --> bangbang
3 0.0  VB --> behave
3 0.0  VB --> boil
3 0.0  VB --> bop
3 0.0  VB --> bow
3 0.0  VB --> breathe
3 0.0  VB --> cause
3 0.0  VB --> clip
3 0.0  VB --> cuddle
3 0.0  VB --> exercise
3 0.0  VB --> float
3 0.0  VB --> frighten
3 0.0  VB --> fry
3 0.0  VB --> gab
3 0.0  VB --> glue
3 0.0  VB --> grind
3 0.0  VB --> hunt
3 0.0  VB --> interest
3 0.0  VB --> is
3 0.0  VB --> join
3 0.0  VB --> kidnap
3 0.0  VB --> march
3 0.0  VB --> order
3 0.0  VB --> pause
3 0.0  VB --> picture
3 0.0  VB --> plan
3 0.0  VB --> playing
3 0.0  VB --> pout
3 0.0  VB --> pushpushpush
3 0.0  VB --> rid
3 0.0  VB --> rise
3 0.0  VB --> row
3 0.0  VB --> sail
3 0.0  VB --> scoop
3 0.0  VB --> ship
3 0.0  VB --> shoo
3 0.0  VB --> shout
3 0.0  VB --> sneak
3 0.0  VB --> stack
3 0.0  VB --> stuff
3 0.0  VB --> tap
3 0.0  VB --> thaw
3 0.0  VB --> tick
3 0.0  VB --> type
3 0.0  VB --> unpack
3 0.0  VB --> unwind
3 0.0  VB --> unwrap
3 0.0  VB --> wanna
3 0.0  VB --> water
3 0.0  VB --> whack
3 0.0  VB --> whistle
3 0.0  VB --> will
2 0.0  VB --> a
2 0.0  VB --> accept
2 0.0  VB --> aim
2 0.0  VB --> appreciate
2 0.0  VB --> are
2 0.0  VB --> bangbangbang
2 0.0  VB --> block
2 0.0  VB --> bonk
2 0.0  VB --> braid
2 0.0  VB --> bust
2 0.0  VB --> can
2 0.0  VB --> cancel
2 0.0  VB --> celebrate
2 0.0  VB --> cheat
2 0.0  VB --> click
2 0.0  VB --> continue
2 0.0  VB --> convince
2 0.0  VB --> da
2 0.0  VB --> darn
2 0.0  VB --> deal
2 0.0  VB --> delete
2 0.0  VB --> design
2 0.0  VB --> dish
2 0.0  VB --> doodoo
2 0.0  VB --> drag
2 0.0  VB --> drank
2 0.0  VB --> drool
2 0.0  VB --> drown
2 0.0  VB --> duck
2 0.0  VB --> dunno
2 0.0  VB --> face
2 0.0  VB --> faint
2 0.0  VB --> flap
2 0.0  VB --> flicker
2 0.0  VB --> gain
2 0.0  VB --> giggle
2 0.0  VB --> gon
2 0.0  VB --> gone
2 0.0  VB --> good
2 0.0  VB --> gosh
2 0.0  VB --> guzzle
2 0.0  VB --> haf
2 0.0  VB --> hum
2 0.0  VB --> hush
2 0.0  VB --> injure
2 0.0  VB --> itch
2 0.0  VB --> jam
2 0.0  VB --> jive
2 0.0  VB --> knit
2 0.0  VB --> lend
2 0.0  VB --> made
2 0.0  VB --> mhm
2 0.0  VB --> moo
2 0.0  VB --> nip
2 0.0  VB --> nod
2 0.0  VB --> obey
2 0.0  VB --> own
2 0.0  VB --> peck
2 0.0  VB --> polish
2 0.0  VB --> post
2 0.0  VB --> potty
2 0.0  VB --> race
2 0.0  VB --> regret
2 0.0  VB --> remove
2 0.0  VB --> repair
2 0.0  VB --> repeat
2 0.0  VB --> replace
2 0.0  VB --> return
2 0.0  VB --> salute
2 0.0  VB --> schedule
2 0.0  VB --> school
2 0.0  VB --> scoot
2 0.0  VB --> scram
2 0.0  VB --> shakeshakeshakeshakeshake
2 0.0  VB --> shine
2 0.0  VB --> shop
2 0.0  VB --> soak
2 0.0  VB --> squirt
2 0.0  VB --> standing
2 0.0  VB --> strike
2 0.0  VB --> stuck
2 0.0  VB --> swinging
2 0.0  VB --> trim
2 0.0  VB --> trust
2 0.0  VB --> unbuckle
2 0.0  VB --> unplug
2 0.0  VB --> unzip
2 0.0  VB --> wander
2 0.0  VB --> was
2 0.0  VB --> whine
2 0.0  VB --> wreck
2 0.0  VB --> yawn
1 0.0  VB --> abouncebouncebouncebouncebouncebounce
1 0.0  VB --> absorb
1 0.0  VB --> abub
1 0.0  VB --> accomplish
1 0.0  VB --> address
1 0.0  VB --> admire
1 0.0  VB --> admit
1 0.0  VB --> agree
1 0.0  VB --> appear
1 0.0  VB --> arrange
1 0.0  VB --> ashake
1 0.0  VB --> assess
1 0.0  VB --> attempt
1 0.0  VB --> avoid
1 0.0  VB --> ayaoob
1 0.0  VB --> baldie
1 0.0  VB --> band
1 0.0  VB --> banging
1 0.0  VB --> barbecue
1 0.0  VB --> bark
1 0.0  VB --> bathe
1 0.0  VB --> bear
1 0.0  VB --> beware
1 0.0  VB --> bib
1 0.0  VB --> bibify
1 0.0  VB --> bin
1 0.0  VB --> birdfeed
1 0.0  VB --> bit
1 0.0  VB --> blast
1 0.0  VB --> boom
1 0.0  VB --> bouncebouncebouncebouncebouncebounce
1 0.0  VB --> bowl
1 0.0  VB --> box
1 0.0  VB --> break_dance
1 0.0  VB --> broke
1 0.0  VB --> bulldoze
1 0.0  VB --> bundle
1 0.0  VB --> butter
1 0.0  VB --> calibrate
1 0.0  VB --> came
1 0.0  VB --> capture
1 0.0  VB --> cash
1 0.0  VB --> chalk
1 0.0  VB --> challenge
1 0.0  VB --> charge
1 0.0  VB --> cheer
1 0.0  VB --> chip
1 0.0  VB --> chitterchattering
1 0.0  VB --> chompchompchomp
1 0.0  VB --> clapclapclap
1 0.0  VB --> cleaning
1 0.0  VB --> cloud
1 0.0  VB --> coating
1 0.0  VB --> collect
1 0.0  VB --> comeecomeecomeecomeecome
1 0.0  VB --> comfort
1 0.0  VB --> compare
1 0.0  VB --> complain
1 0.0  VB --> con
1 0.0  VB --> condition
1 0.0  VB --> control
1 0.0  VB --> cradle
1 0.0  VB --> crayon
1 0.0  VB --> create
1 0.0  VB --> crisp
1 0.0  VB --> defrost
1 0.0  VB --> dehydrate
1 0.0  VB --> describe
1 0.0  VB --> develop
1 0.0  VB --> diaper
1 0.0  VB --> dirty
1 0.0  VB --> discipline
1 0.0  VB --> discourage
1 0.0  VB --> discuss
1 0.0  VB --> display
1 0.0  VB --> dissolve
1 0.0  VB --> divide
1 0.0  VB --> doed
1 0.0  VB --> doin
1 0.0  VB --> don
1 0.0  VB --> donate
1 0.0  VB --> double
1 0.0  VB --> doubt
1 0.0  VB --> drain
1 0.0  VB --> dribble
1 0.0  VB --> dye
1 0.0  VB --> encourage
1 0.0  VB --> escape
1 0.0  VB --> even
1 0.0  VB --> except
1 0.0  VB --> exist
1 0.0  VB --> fade
1 0.0  VB --> feature
1 0.0  VB --> feeling
1 0.0  VB --> firm
1 0.0  VB --> flip
1 0.0  VB --> flood
1 0.0  VB --> flop
1 0.0  VB --> floss
1 0.0  VB --> flush
1 0.0  VB --> following
1 0.0  VB --> forbid
1 0.0  VB --> forgive
1 0.0  VB --> format
1 0.0  VB --> funnel
1 0.0  VB --> gather
1 0.0  VB --> gave
1 0.0  VB --> get>
1 0.0  VB --> gets
1 0.0  VB --> giddyingup
1 0.0  VB --> goin
1 0.0  VB --> gotta
1 0.0  VB --> groan
1 0.0  VB --> growl
1 0.0  VB --> grumpy
1 0.0  VB --> hamper
1 0.0  VB --> having
1 0.0  VB --> hi
1 0.0  VB --> hid
1 0.0  VB --> hire
1 0.0  VB --> hoarding
1 0.0  VB --> holp
1 0.0  VB --> hoohoob
1 0.0  VB --> ignore
1 0.0  VB --> imitate
1 0.0  VB --> imprecate
1 0.0  VB --> impress
1 0.0  VB --> improvise
1 0.0  VB --> include
1 0.0  VB --> intend
1 0.0  VB --> interrupt
1 0.0  VB --> invent
1 0.0  VB --> invest
1 0.0  VB --> involve
1 0.0  VB --> jerk
1 0.0  VB --> jiggle
1 0.0  VB --> jingle
1 0.0  VB --> joose
1 0.0  VB --> jug
1 0.0  VB --> juggle
1 0.0  VB --> keel
1 0.0  VB --> keeled
1 0.0  VB --> kid
1 0.0  VB --> knead
1 0.0  VB --> kneel
1 0.0  VB --> lament
1 0.0  VB --> lead
1 0.0  VB --> lemme
1 0.0  VB --> licorice
1 0.0  VB --> load
1 0.0  VB --> looklooklooklook
1 0.0  VB --> lost
1 0.0  VB --> lower
1 0.0  VB --> lug
1 0.0  VB --> lunch
1 0.0  VB --> magic
1 0.0  VB --> making
1 0.0  VB --> managers
1 0.0  VB --> manufacture
1 0.0  VB --> mash
1 0.0  VB --> mend
1 0.0  VB --> meow
1 0.0  VB --> mumble
1 0.0  VB --> mush
1 0.0  VB --> na
1 0.0  VB --> nap
1 0.0  VB --> nibble
1 0.0  VB --> nighnight
1 0.0  VB --> note
1 0.0  VB --> observe
1 0.0  VB --> of
1 0.0  VB --> operate
1 0.0  VB --> overlap
1 0.0  VB --> pan
1 0.0  VB --> patch
1 0.0  VB --> pedal
1 0.0  VB --> pelt
1 0.0  VB --> pig
1 0.0  VB --> pile
1 0.0  VB --> pivot
1 0.0  VB --> pizzc
1 0.0  VB --> pledge
1 0.0  VB --> plop
1 0.0  VB --> plow
1 0.0  VB --> pool
1 0.0  VB --> praise
1 0.0  VB --> prefer
1 0.0  VB --> pretending
1 0.0  VB --> prick
1 0.0  VB --> promenade
1 0.0  VB --> prove
1 0.0  VB --> pry
1 0.0  VB --> puff
1 0.0  VB --> puh
1 0.0  VB --> pump
1 0.0  VB --> pumpkin
1 0.0  VB --> pushushushushushushush
1 0.0  VB --> qualify
1 0.0  VB --> radio
1 0.0  VB --> rains
1 0.0  VB --> raise
1 0.0  VB --> ration
1 0.0  VB --> reachingreaching
1 0.0  VB --> receive
1 0.0  VB --> recommend
1 0.0  VB --> recording
1 0.0  VB --> redirect
1 0.0  VB --> redo
1 0.0  VB --> rehook
1 0.0  VB --> reload
1 0.0  VB --> remade
1 0.0  VB --> require
1 0.0  VB --> resist
1 0.0  VB --> reverse
1 0.0  VB --> rocking
1 0.0  VB --> rollerskate
1 0.0  VB --> rope
1 0.0  VB --> rotate
1 0.0  VB --> rump
1 0.0  VB --> rust
1 0.0  VB --> rustles
1 0.0  VB --> sacrifice
1 0.0  VB --> sand
1 0.0  VB --> satisfy
1 0.0  VB --> saw
1 0.0  VB --> says
1 0.0  VB --> scooch
1 0.0  VB --> scramble
1 0.0  VB --> scrape
1 0.0  VB --> scrub
1 0.0  VB --> search
1 0.0  VB --> second
1 0.0  VB --> separate
1 0.0  VB --> shakeshake
1 0.0  VB --> shell
1 0.0  VB --> shit
1 0.0  VB --> shiver
1 0.0  VB --> shove
1 0.0  VB --> side
1 0.0  VB --> sink
1 0.0  VB --> sizzle
1 0.0  VB --> skate
1 0.0  VB --> skin
1 0.0  VB --> skip
1 0.0  VB --> skitch
1 0.0  VB --> skritch
1 0.0  VB --> slam
1 0.0  VB --> slap
1 0.0  VB --> slop
1 0.0  VB --> smarten
1 0.0  VB --> smash
1 0.0  VB --> snarl
1 0.0  VB --> snort
1 0.0  VB --> snow
1 0.0  VB --> sockie
1 0.0  VB --> solve
1 0.0  VB --> sparkle
1 0.0  VB --> speed
1 0.0  VB --> spilt
1 0.0  VB --> spitterspitter
1 0.0  VB --> spitting
1 0.0  VB --> squash
1 0.0  VB --> squelsh
1 0.0  VB --> squoosh
1 0.0  VB --> squush
1 0.0  VB --> stacking
1 0.0  VB --> stain
1 0.0  VB --> stall
1 0.0  VB --> standstandstand
1 0.0  VB --> starts
1 0.0  VB --> starve
1 0.0  VB --> sting
1 0.0  VB --> stomp
1 0.0  VB --> strap
1 0.0  VB --> stress
1 0.0  VB --> strip
1 0.0  VB --> strut
1 0.0  VB --> submit
1 0.0  VB --> sugar
1 0.0  VB --> suggest
1 0.0  VB --> suit
1 0.0  VB --> survive
1 0.0  VB --> swap
1 0.0  VB --> sweetie
1 0.0  VB --> swipe
1 0.0  VB --> swish
1 0.0  VB --> syringe
1 0.0  VB --> tackle
1 0.0  VB --> talking
1 0.0  VB --> tangle
1 0.0  VB --> tastes
1 0.0  VB --> teeth
1 0.0  VB --> tempt
1 0.0  VB --> thankyou
1 0.0  VB --> thought
1 0.0  VB --> thread
1 0.0  VB --> thunder
1 0.0  VB --> times
1 0.0  VB --> tiptoe
1 0.0  VB --> tire
1 0.0  VB --> top
1 0.0  VB --> topple
1 0.0  VB --> touching
1 0.0  VB --> tow
1 0.0  VB --> transcribe
1 0.0  VB --> translate
1 0.0  VB --> trap
1 0.0  VB --> trying
1 0.0  VB --> tuck
1 0.0  VB --> tumble
1 0.0  VB --> tweettweet
1 0.0  VB --> um
1 0.0  VB --> unhook
1 0.0  VB --> unsnap
1 0.0  VB --> unstitch
1 0.0  VB --> unstuck
1 0.0  VB --> untwist
1 0.0  VB --> unwhatedb
1 0.0  VB --> update
1 0.0  VB --> used
1 0.0  VB --> vacuum
1 0.0  VB --> videotape
1 0.0  VB --> vomit
1 0.0  VB --> wade
1 0.0  VB --> wag
1 0.0  VB --> wallop
1 0.0  VB --> waltz
1 0.0  VB --> washed
1 0.0  VB --> weep
1 0.0  VB --> weigh
1 0.0  VB --> wheelbarrow
1 0.0  VB --> whip
1 0.0  VB --> whirl
1 0.0  VB --> whoop
1 0.0  VB --> wimp
1 0.0  VB --> wing
1 0.0  VB --> wink
1 0.0  VB --> woo
1 0.0  VB --> would
1 0.0  VB --> wrestle
1 0.0  VB --> wriggle
1 0.0  VB --> yeah
1 0.0  VB --> zap
1 0.0  VB --> zoomzoom
1 0.0  VB --> zzz
1291 0.0  VBD --> got
715 0.0  VBD --> had
706 0.0  VBD --> happened
705 0.0  VBD --> went
614 0.0  VBD --> said
563 0.0  VBD --> did
340 0.0  VBD --> thought
339 0.0  VBD --> gave
291 0.0  VBD --> came
275 0.0  VBD --> put
272 0.0  VBD --> saw
268 0.0  VBD --> made
248 0.0  VBD --> took
231 0.0  VBD --> fell
224 0.0  VBD --> told
153 0.0  VBD --> brought
153 0.0  VBD --> used
148 0.0  VBD --> wanted
143 0.0  VBD --> forgot
140 0.0  VBD --> broke
137 0.0  VBD --> ate
119 0.0  VBD --> found
117 0.0  VBD --> bought
83 0.0  VBD --> left
79 0.0  VBD --> sent
78 0.0  VBD --> knew
76 0.0  VBD --> played
75 0.0  VBD --> looked
72 0.0  VBD --> dropped
68 0.0  VBD --> heard
65 0.0  VBD --> asked
64 0.0  VBD --> lost
61 0.0  VBD --> finished
59 0.0  VBD --> called
58 0.0  VBD --> missed
56 0.0  VBD --> started
52 0.0  VBD --> turned
51 0.0  VBD --> liked
50 0.0  VBD --> hit
50 0.0  VBD --> threw
46 0.0  VBD --> knocked
41 0.0  VBD --> fixed
39 0.0  VBD --> hurt
39 0.0  VBD --> pulled
37 0.0  VBD --> caught
35 0.0  VBD --> ran
35 0.0  VBD --> won
34 0.0  VBD --> jumped
34 0.0  VBD --> picked
30 0.0  VBD --> kept
29 0.0  VBD --> cut
29 0.0  VBD --> spilled
26 0.0  VBD --> drew
26 0.0  VBD --> sat
26 0.0  VBD --> tried
25 0.0  VBD --> pushed
25 0.0  VBD --> woke
24 0.0  VBD --> wrote
23 0.0  VBD --> let
23 0.0  VBD --> taught
22 0.0  VBD --> bumped
22 0.0  VBD --> read
22 0.0  VBD --> showed
22 0.0  VBD --> washed
21 0.0  VBD --> cried
21 0.0  VBD --> opened
19 0.0  VBD --> bit
19 0.0  VBD --> needed
19 0.0  VBD --> stayed
18 0.0  VBD --> drank
18 0.0  VBD --> fed
18 0.0  VBD --> learned
18 0.0  VBD --> rolled
17 0.0  VBD --> changed
17 0.0  VBD --> flew
17 0.0  VBD --> meant
17 0.0  VBD --> moved
17 0.0  VBD --> popped
17 0.0  VBD --> rode
17 0.0  VBD --> stopped
16 0.0  VBD --> cleaned
16 0.0  VBD --> stepped
16 0.0  VBD --> supposed
15 0.0  VBD --> figured
15 0.0  VBD --> ripped
14 0.0  VBD --> died
14 0.0  VBD --> met
14 0.0  VBD --> talked
14 0.0  VBD --> was
14 0.0  VBD --> watched
13 0.0  VBD --> closed
13 0.0  VBD --> lived
13 0.0  VBD --> slept
13 0.0  VBD --> sounded
13 0.0  VBD --> tied
13 0.0  VBD --> walked
13 0.0  VBD --> were
12 0.0  VBD --> blew
12 0.0  VBD --> kissed
12 0.0  VBD --> sang
12 0.0  VBD --> wore
11 0.0  VBD --> disappeared
11 0.0  VBD --> melted
11 0.0  VBD --> named
11 0.0  VBD --> scared
11 0.0  VBD --> stuck
10 0.0  VBD --> built
10 0.0  VBD --> colored
10 0.0  VBD --> decided
10 0.0  VBD --> helped
10 0.0  VBD --> kicked
10 0.0  VBD --> paid
10 0.0  VBD --> tore
9 0.0  VBD --> dressed
9 0.0  VBD --> held
9 0.0  VBD --> hid
9 0.0  VBD --> remembered
9 0.0  VBD --> seemed
9 0.0  VBD --> shut
9 0.0  VBD --> visited
8 0.0  VBD --> climbed
8 0.0  VBD --> come
8 0.0  VBD --> scratched
7 0.0  VBD --> crashed
7 0.0  VBD --> drove
7 0.0  VBD --> loved
7 0.0  VBD --> painted
6 0.0  VBD --> cooked
6 0.0  VBD --> dried
6 0.0  VBD --> dumped
6 0.0  VBD --> folded
6 0.0  VBD --> grabbed
6 0.0  VBD --> rang
6 0.0  VBD --> spent
6 0.0  VBD --> squished
6 0.0  VBD --> stood
6 0.0  VBD --> tasted
6 0.0  VBD --> touched
6 0.0  VBD --> worked
5 0.0  VBD --> danced
5 0.0  VBD --> dug
5 0.0  VBD --> grew
5 0.0  VBD --> parked
5 0.0  VBD --> saved
5 0.0  VBD --> slid
5 0.0  VBD --> slipped
5 0.0  VBD --> swam
5 0.0  VBD --> tipped
5 0.0  VBD --> tripped
5 0.0  VBD --> wrapped
4 0.0  VBD --> became
4 0.0  VBD --> burned
4 0.0  VBD --> chewed
4 0.0  VBD --> counted
4 0.0  VBD --> ended
4 0.0  VBD --> filled
4 0.0  VBD --> hung
4 0.0  VBD --> laughed
4 0.0  VBD --> lit
4 0.0  VBD --> pointed
4 0.0  VBD --> pretended
4 0.0  VBD --> skipped
4 0.0  VBD --> smelled
4 0.0  VBD --> stole
4 0.0  VBD --> untied
4 0.0  VBD --> wondered
3 0.0  VBD --> banged
3 0.0  VBD --> beat
3 0.0  VBD --> began
3 0.0  VBD --> bonked
3 0.0  VBD --> clobbered
3 0.0  VBD --> cost
3 0.0  VBD --> covered
3 0.0  VBD --> drowned
3 0.0  VBD --> fit
3 0.0  VBD --> followed
3 0.0  VBD --> fooled
3 0.0  VBD --> hated
3 0.0  VBD --> invited
3 0.0  VBD --> locked
3 0.0  VBD --> mentioned
3 0.0  VBD --> noticed
3 0.0  VBD --> pressed
3 0.0  VBD --> promised
3 0.0  VBD --> reach
3 0.0  VBD --> screamed
3 0.0  VBD --> scribbled
3 0.0  VBD --> shampooed
3 0.0  VBD --> shared
3 0.0  VBD --> shot
3 0.0  VBD --> slided
3 0.0  VBD --> sneaked
3 0.0  VBD --> sneezed
3 0.0  VBD --> sold
3 0.0  VBD --> spanked
3 0.0  VBD --> sprayed
3 0.0  VBD --> swung
3 0.0  VBD --> yelled
2 0.0  VBD --> answered
2 0.0  VBD --> attached
2 0.0  VBD --> bent
2 0.0  VBD --> bounced
2 0.0  VBD --> burnt
2 0.0  VBD --> buyed
2 0.0  VBD --> carried
2 0.0  VBD --> choked
2 0.0  VBD --> chopped
2 0.0  VBD --> clonked
2 0.0  VBD --> combed
2 0.0  VBD --> compared
2 0.0  VBD --> cracked
2 0.0  VBD --> developed
2 0.0  VBD --> dusted
2 0.0  VBD --> falled
2 0.0  VBD --> flipped
2 0.0  VBD --> growed
2 0.0  VBD --> laid
2 0.0  VBD --> landed
2 0.0  VBD --> lasted
2 0.0  VBD --> leaned
2 0.0  VBD --> managed
2 0.0  VBD --> married
2 0.0  VBD --> messed
2 0.0  VBD --> mixed
2 0.0  VBD --> peed
2 0.0  VBD --> poked
2 0.0  VBD --> poured
2 0.0  VBD --> rained
2 0.0  VBD --> recorded
2 0.0  VBD --> scraped
2 0.0  VBD --> sewed
2 0.0  VBD --> shaved
2 0.0  VBD --> shook
2 0.0  VBD --> snuck
2 0.0  VBD --> spilt
2 0.0  VBD --> splashed
2 0.0  VBD --> spoiled
2 0.0  VBD --> spoke
2 0.0  VBD --> surprised
2 0.0  VBD --> swallowed
2 0.0  VBD --> tested
2 0.0  VBD --> tricked
2 0.0  VBD --> unbuttoned
2 0.0  VBD --> wiped
2 0.0  VBD --> wound
1 0.0  VBD --> 'd
1 0.0  VBD --> acted
1 0.0  VBD --> added
1 0.0  VBD --> affected
1 0.0  VBD --> appeared
1 0.0  VBD --> argued
1 0.0  VBD --> arranged
1 0.0  VBD --> arrived
1 0.0  VBD --> assumed
1 0.0  VBD --> babysat
1 0.0  VBD --> babysitted
1 0.0  VBD --> backed
1 0.0  VBD --> balanced
1 0.0  VBD --> bawled
1 0.0  VBD --> been
1 0.0  VBD --> beeped
1 0.0  VBD --> belonged
1 0.0  VBD --> bet
1 0.0  VBD --> bitedn
1 0.0  VBD --> boobytrapped
1 0.0  VBD --> borrowed
1 0.0  VBD --> bothered
1 0.0  VBD --> boughtt
1 0.0  VBD --> breaked
1 0.0  VBD --> bribed
1 0.0  VBD --> bulged
1 0.0  VBD --> buried
1 0.0  VBD --> burped
1 0.0  VBD --> burst
1 0.0  VBD --> calmed
1 0.0  VBD --> cared
1 0.0  VBD --> caused
1 0.0  VBD --> chased
1 0.0  VBD --> collapsed
1 0.0  VBD --> collided
1 0.0  VBD --> comes
1 0.0  VBD --> complained
1 0.0  VBD --> crossed
1 0.0  VBD --> crumbled
1 0.0  VBD --> crying
1 0.0  VBD --> curled
1 0.0  VBD --> dididit
1 0.0  VBD --> done
1 0.0  VBD --> dove
1 0.0  VBD --> dragged
1 0.0  VBD --> drawed
1 0.0  VBD --> dreamed
1 0.0  VBD --> drowneded
1 0.0  VBD --> drunk
1 0.0  VBD --> elicited
1 0.0  VBD --> enjoyed
1 0.0  VBD --> erased
1 0.0  VBD --> escaped
1 0.0  VBD --> examined
1 0.0  VBD --> exclaimed
1 0.0  VBD --> excused
1 0.0  VBD --> expected
1 0.0  VBD --> exploded
1 0.0  VBD --> explored
1 0.0  VBD --> extended
1 0.0  VBD --> felt
1 0.0  VBD --> fetched
1 0.0  VBD --> fighted
1 0.0  VBD --> filledn
1 0.0  VBD --> fired
1 0.0  VBD --> flopped
1 0.0  VBD --> flowed
1 0.0  VBD --> fought
1 0.0  VBD --> frightened
1 0.0  VBD --> froze
1 0.0  VBD --> frustrated
1 0.0  VBD --> fudged
1 0.0  VBD --> growled
1 0.0  VBD --> guessed
1 0.0  VBD --> hammered
1 0.0  VBD --> hearedn
1 0.0  VBD --> heaved
1 0.0  VBD --> hided
1 0.0  VBD --> hopped
1 0.0  VBD --> hurried
1 0.0  VBD --> hurted
1 0.0  VBD --> improvised
1 0.0  VBD --> inherited
1 0.0  VBD --> insisted
1 0.0  VBD --> ironed
1 0.0  VBD --> joined
1 0.0  VBD --> keeped
1 0.0  VBD --> kneaded
1 0.0  VBD --> lay
1 0.0  VBD --> led
1 0.0  VBD --> licked
1 0.0  VBD --> lifted
1 0.0  VBD --> lined
1 0.0  VBD --> listened
1 0.0  VBD --> loaded
1 0.0  VBD --> magicked
1 0.0  VBD --> mailed
1 0.0  VBD --> marched
1 0.0  VBD --> mashed
1 0.0  VBD --> mean
1 0.0  VBD --> measured
1 0.0  VBD --> mended
1 0.0  VBD --> minded
1 0.0  VBD --> misunderstood
1 0.0  VBD --> nibbled
1 0.0  VBD --> nipped
1 0.0  VBD --> offered
1 0.0  VBD --> oiled
1 0.0  VBD --> ordered
1 0.0  VBD --> outgrew
1 0.0  VBD --> paddled
1 0.0  VBD --> passed
1 0.0  VBD --> pasted
1 0.0  VBD --> patted
1 0.0  VBD --> perked
1 0.0  VBD --> pet
1 0.0  VBD --> picking
1 0.0  VBD --> pinned
1 0.0  VBD --> planted
1 0.0  VBD --> plopped
1 0.0  VBD --> plugged
1 0.0  VBD --> pooped
1 0.0  VBD --> preferred
1 0.0  VBD --> printed
1 0.0  VBD --> provided
1 0.0  VBD --> punched
1 0.0  VBD --> quit
1 0.0  VBD --> quoted
1 0.0  VBD --> raised
1 0.0  VBD --> raked
1 0.0  VBD --> realized
1 0.0  VBD --> recognized
1 0.0  VBD --> rented
1 0.0  VBD --> retired
1 0.0  VBD --> rumbled
1 0.0  VBD --> scrambled
1 0.0  VBD --> set
1 0.0  VBD --> settled
1 0.0  VBD --> shrank
1 0.0  VBD --> shrunk
1 0.0  VBD --> signed
1 0.0  VBD --> sipped
1 0.0  VBD --> slammed
1 0.0  VBD --> sleepedn
1 0.0  VBD --> slidedn
1 0.0  VBD --> slowed
1 0.0  VBD --> smooshed
1 0.0  VBD --> sorted
1 0.0  VBD --> spelled
1 0.0  VBD --> spiked
1 0.0  VBD --> splitted
1 0.0  VBD --> squeaked
1 0.0  VBD --> squeezed
1 0.0  VBD --> squoosed
1 0.0  VBD --> squooshed
1 0.0  VBD --> steamed
1 0.0  VBD --> stomped
1 0.0  VBD --> stop
1 0.0  VBD --> struck
1 0.0  VBD --> stung
1 0.0  VBD --> stunk
1 0.0  VBD --> swept
1 0.0  VBD --> swore
1 0.0  VBD --> take
1 0.0  VBD --> taped
1 0.0  VBD --> think
1 0.0  VBD --> topped
1 0.0  VBD --> translated
1 0.0  VBD --> trapped
1 0.0  VBD --> trieded
1 0.0  VBD --> tumbled
1 0.0  VBD --> twisted
1 0.0  VBD --> typed
1 0.0  VBD --> understood
1 0.0  VBD --> unmade
1 0.0  VBD --> unplugged
1 0.0  VBD --> unwound
1 0.0  VBD --> velcroed
1 0.0  VBD --> vexed
1 0.0  VBD --> videotaped
1 0.0  VBD --> volunteered
1 0.0  VBD --> waited
1 0.0  VBD --> wakedn
1 0.0  VBD --> warmed
1 0.0  VBD --> wasted
1 0.0  VBD --> weared
1 0.0  VBD --> weighed
1 0.0  VBD --> wet
1 0.0  VBD --> whipped
