utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_014364,ELI,1;05.10,EXP,da go pusna li ?,"['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li']",4,Да го пусна ли ?,"['да', 'го', 'пусна', 'ли']",Да го пусна ли ?,Да го пусна ли ?,Да го пусна ли ?
UTT_009605,BOG,2;03.06,IRE,oshte malko ostana .,"['oshte', 'malko', 'ostana', '.']","['oshte', 'malko', 'ostana', '.']","['oshte', 'malko', 'ostana']",3,Още малко остана .,"['още', 'малко', 'остана']",Още малко остана .,Още малко остана .,Още малко остана .
UTT_006175,ALE,2;02.24,SAN,do toaletnata e .,"['do', 'toaletnata', 'e', '.']","['do', 'toaletnata', 'e', '.']","['do', 'toaletnata', 'e']",3,До тоалетната е .,"['до', 'тоалетната', 'е']",До тоалетната е .,До тоалетната е .,До тоалетната е .
UTT_003187,ALE,1;08.22,ALE,ljoklja [: roklja] .,"['roklja', '.']","['roklja', '.']",['roklja'],1,Льокля [: рокля] .,"['льокля', 'рокля']",Льокля .,рокля .,Рокля .
UTT_027667,SIM,1;11.02,PLA,eto ja shapkata .,"['eto', 'ja', 'shapkata', '.']","['eto', 'ja', 'shapkata', '.']","['eto', 'ja', 'shapkata']",3,Ето я шапката .,"['ето', 'я', 'шапката']",Ето я шапката .,Ето я шапката .,Ето я шапката .
UTT_041859,TEF,2;02.16,VEL,"to papka li se, vkusno li e ?","['to', 'papka', 'li', 'se', ',', 'vkusno', 'li', 'e', '?']","['to', 'papka', 'li', 'se', ',', 'vkusno', 'li', 'e', '?']","['to', 'papka', 'li', 'se', 'vkusno', 'li', 'e']",7,"То папка ли се, вкусно ли е ?","['то', 'папка', 'ли', 'се', 'вкусно', 'ли', 'е']","То папка ли се , вкусно ли е ?","То папка ли се , вкусно ли е ?","То папка ли се , вкусно ли е ?"
UTT_008387,BOG,2;01.12,BOG,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_026096,SIM,1;09.21,SIM,grae tezi gaki [: igrachki] .,"['grae', 'tezi', 'igrachki', '.']","['grae', 'tezi', 'igrachki', '.']","['grae', 'tezi', 'igrachki']",3,Грае тези гаки [: играчки] .,"['грае', 'тези', 'гаки', 'играчки']",Грае тези гаки .,Грае тези играчки .,Грае тези играчки .
UTT_008282,BOG,2;01.12,IRE,mama kotka .,"['mama', 'kotka', '.']","['mama', 'kotka', '.']","['mama', 'kotka']",2,Мама котка .,"['мама', 'котка']",Мама котка .,Мама котка .,Мама котка .
UTT_032081,SIM,2;05.22,SIM,tova e tati.,"['tova', 'e', 'tati', '.']","['tova', 'e', 'tati', '.']","['tova', 'e', 'tati']",3,Това е тати.,"['това', 'е', 'тати']",Това е тати .,Това е тати .,Това е тати .
UTT_003961,ALE,1;09.19,VEL,"skok, skochi vyv vodata .","['skok', ',', 'skochi', 'vyv', 'vodata', '.']","['skok', ',', 'skochi', 'vyv', 'vodata', '.']","['skok', 'skochi', 'vyv', 'vodata']",4,"Скок, скочи във водата .","['скок', 'скочи', 'във', 'водата']","Скок , скочи във водата .","Скок , скочи във водата .","Скок , скочи във водата ."
UTT_031111,SIM,2;03.16,SIM,ne dava tam li malka.,"['ne', 'dava', 'tam', 'li', 'malka', '.']","['ne', 'dava', 'tam', 'li', 'malka', '.']","['ne', 'dava', 'tam', 'li', 'malka']",5,Не дава там ли малка.,"['не', 'дава', 'там', 'ли', 'малка']",Не дава там ли малка .,Не дава там ли малка .,Не дава там ли малка .
UTT_025488,SIM,1;09.16,SIM,chicho .,"['chicho', '.']","['chicho', '.']",['chicho'],1,Чичо .,['чичо'],Чичо .,Чичо .,Чичо .
UTT_002388,ALE,1;07.20,VEL,kakvo pravi momicheto ?,"['kakvo', 'pravi', 'momicheto', '?']","['kakvo', 'pravi', 'momicheto', '?']","['kakvo', 'pravi', 'momicheto']",3,Какво прави момичето ?,"['какво', 'прави', 'момичето']",Какво прави момичето ?,Какво прави момичето ?,Какво прави момичето ?
UTT_025921,SIM,1;09.17,PLA,"da, veche ne ni trjabva .","['da', ',', 'veche', 'ne', 'ni', 'trjabva', '.']","['da', ',', 'veche', 'ne', 'ni', 'trjabva', '.']","['da', 'veche', 'ne', 'ni', 'trjabva']",5,"Да, вече не ни трябва .","['да', 'вече', 'не', 'ни', 'трябва']","Да , вече не ни трябва .","Да , вече не ни трябва .","Да , вече не ни трябва ."
UTT_023745,SIM,1;08.10,PLA,ja vizh tati kakvo e ostavil otvyn .,"['ja', 'vizh', 'tati', 'kakvo', 'e', 'ostavil', 'otvyn', '.']","['ja', 'vizh', 'tati', 'kakvo', 'e', 'ostavil', 'otvyn', '.']","['ja', 'vizh', 'tati', 'kakvo', 'e', 'ostavil', 'otvyn']",7,Я виж тати какво е оставил отвън .,"['я', 'виж', 'тати', 'какво', 'е', 'оставил', 'отвън']",Я виж тати какво е оставил отвън .,Я виж тати какво е оставил отвън .,Я виж тати какво е оставил отвън .
UTT_043518,TEF,2;04.21,VEL,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,Мерси !
UTT_017817,ELI,1;07.08,ELI,Tam .,"['Tam', '.']","['tam', '.']",['tam'],1,Там .,['там'],Там .,Там .,Там .
UTT_024593,SIM,1;08.26,SIM,aka .,"['aka', '.']","['aka', '.']",['aka'],1,Ака .,['ака'],Ака .,Ака .,Ака .
UTT_012068,ELI,1;02.17,EXP,"vili iska li chajche, mamo ?","['vili', 'iska', 'li', 'chajche', ',', 'mamo', '?']","['vili', 'iska', 'li', 'chajche', ',', 'mamo', '?']","['vili', 'iska', 'li', 'chajche', 'mamo']",5,"Вили иска ли чайче, мамо ?","['вили', 'иска', 'ли', 'чайче', 'мамо']","Вили иска ли чайче , мамо ?","Вили иска ли чайче , мамо ?","Вили иска ли чайче , мамо ?"
UTT_018455,ELI,1;07.13,EXP,tazi li ?,"['tazi', 'li', '?']","['tazi', 'li', '?']","['tazi', 'li']",2,Тази ли ?,"['тази', 'ли']",Тази ли ?,Тази ли ?,Тази ли ?
UTT_018849,ELI,1;07.22,ELI,o-p !,"['o-p', '!']","['o-p', '!']",['o-p'],1,О-п !,['о-п'],О-п !,О-п !,О-п !
UTT_042971,TEF,2;03.24,TEF,ti napuni [: napylni] tuj !,"['ti', 'napylni', 'tuj', '!']","['ti', 'napylni', 'tuj', '!']","['ti', 'napylni', 'tuj']",3,Ти напуни [: напълни] туй !,"['ти', 'напуни', 'напълни', 'туй']",Ти напуни туй !,Ти напълни туй !,Ти напълни туй !
UTT_021776,SIM,1;06.19,KAL,Kalojancho kakvo pie ?,"['Kalojancho', 'kakvo', 'pie', '?']","['kalojancho', 'kakvo', 'pie', '?']","['kalojancho', 'kakvo', 'pie']",3,Калоянчо какво пие ?,"['калоянчо', 'какво', 'пие']",Калоянчо какво пие ?,Калоянчо какво пие ?,Калоянчо какво пие ?
UTT_032597,SIM,2;05.29,SIM,"toj e, toj e studen.","['toj', 'e', ',', 'toj', 'e', 'studen', '.']","['toj', 'e', ',', 'toj', 'e', 'studen', '.']","['toj', 'e', 'toj', 'e', 'studen']",5,"Той е, той е студен.","['той', 'е', 'той', 'е', 'студен']","Той е , той е студен .","Той е , той е студен .","Той е , той е студен ."
UTT_009031,BOG,2;02.27,BOG,ikam [: iskam] da isuvame [: risuvame] !,"['iskam', 'da', 'risuvame', '!']","['iskam', 'da', 'risuvame', '!']","['iskam', 'da', 'risuvame']",3,Икам [: искам] да исуваме [: рисуваме] !,"['икам', 'искам', 'да', 'исуваме', 'рисуваме']",Икам да исуваме !,искам да рисуваме !,искам да рисуваме !
UTT_025842,SIM,1;09.17,PLA,iskash da ti dyrpam ushite ?,"['iskash', 'da', 'ti', 'dyrpam', 'ushite', '?']","['iskash', 'da', 'ti', 'dyrpam', 'ushite', '?']","['iskash', 'da', 'ti', 'dyrpam', 'ushite']",5,Искаш да ти дърпам ушите ?,"['искаш', 'да', 'ти', 'дърпам', 'ушите']",Искаш да ти дърпам ушите ?,Искаш да ти дърпам ушите ?,Искаш да ти дърпам ушите ?
UTT_033254,SIM,2;06.14,SIM,"Kalojancho, zaspivaj.","['Kalojancho', ',', 'zaspivaj', '.']","['kalojancho', ',', 'zaspivaj', '.']","['kalojancho', 'zaspivaj']",2,"Калоянчо, заспивай.","['калоянчо', 'заспивай']","Калоянчо , заспивай .","Калоянчо , заспивай .","Калоянчо , заспивай ."
UTT_035246,SIM,2;08.19,PLA,bravo.,"['bravo', '.']","['bravo', '.']",['bravo'],1,Браво.,['браво'],Браво .,Браво .,Браво .
UTT_039587,TEF,1;11.25,TEF,dete [: dvete] .,"['dvete', '.']","['dvete', '.']",['dvete'],1,Дете [: двете] .,"['дете', 'двете']",Дете .,двете .,Двете .
UTT_017249,ELI,1;07.03,EXP,I kakvo pravi bebeto ?,"['I', 'kakvo', 'pravi', 'bebeto', '?']","['i', 'kakvo', 'pravi', 'bebeto', '?']","['i', 'kakvo', 'pravi', 'bebeto']",4,И какво прави бебето ?,"['и', 'какво', 'прави', 'бебето']",И какво прави бебето ?,И какво прави бебето ?,И какво прави бебето ?
UTT_032129,SIM,2;05.22,PLA,"a, tuk koj e?","['a', ',', 'tuk', 'koj', '?']","['a', ',', 'tuk', 'koj', '?']","['a', 'tuk', 'koj']",3,"А, тук кой е?","['а', 'тук', 'кой', 'е']","А , тук кой е ?","А , тук кой е ?","А , тук кой е ?"
UTT_023267,SIM,1;08.01,SIM,za mama .,"['za', 'mama', '.']","['za', 'mama', '.']","['za', 'mama']",2,За мама .,"['за', 'мама']",За мама .,За мама .,За мама .
UTT_004709,ALE,1;11.14,ALE,a [: za] piinceto [: pilenceto] izpej [: shte izpeja] pesnichkata .,"['za', 'pilenceto', 'shte', 'izpeja', 'pesnichkata', '.']","['za', 'pilenceto', 'shte', 'izpeja', 'pesnichkata', '.']","['za', 'pilenceto', 'shte', 'izpeja', 'pesnichkata']",5,А [: за] пиинцето [: пиленцето] изпей [: ще изпея] песничката .,"['а', 'за', 'пиинцето', 'пиленцето', 'изпей', 'ще', 'изпея', 'песничката']",А пиинцето изпей песничката .,за ще изпея песничката .,За пиленцето изпей песничката .
UTT_040074,TEF,2;00.09,TEF,makoto [: malkoto] .,"['malkoto', '.']","['malkoto', '.']",['malkoto'],1,Макото [: малкото] .,"['макото', 'малкото']",Макото .,малкото .,Малкото .
UTT_003370,ALE,1;08.22,VEL,"pomoli ja da si legne, mamo !","['pomoli', 'ja', 'da', 'si', 'legne', ',', 'mamo', '!']","['pomoli', 'ja', 'da', 'si', 'legne', ',', 'mamo', '!']","['pomoli', 'ja', 'da', 'si', 'legne', 'mamo']",6,"Помоли я да си легне, мамо !","['помоли', 'я', 'да', 'си', 'легне', 'мамо']","Помоли я да си легне , мамо !","Помоли я да си легне , мамо !","Помоли я да си легне , мамо !"
UTT_039480,TEF,1;11.25,TEF,panna [: shtche padna] !,"['shtche', 'padna', '!']","['shtche', 'padna', '!']","['shtche', 'padna']",2,Панна [: щче падна] !,"['панна', 'щче', 'падна']",Панна !,щче падна !,ще падна !
UTT_023455,SIM,1;08.06,SIM,xrani .,"['xrani', '.']","['xrani', '.']",['xrani'],1,Xрани .,['xрани'],Xрани .,Xрани .,Xрани .
UTT_005872,ALE,2;02.24,VEL,toj e lud pumpal .,"['toj', 'e', 'lud', 'pumpal', '.']","['toj', 'e', 'lud', 'pumpal', '.']","['toj', 'e', 'lud', 'pumpal']",4,Той е луд пумпал .,"['той', 'е', 'луд', 'пумпал']",Той е луд пумпал .,Той е луд пумпал .,Той е луд пумпал .
UTT_005966,ALE,2;02.24,ALE,Tam da gi podedja [: podredja] .,"['Tam', 'da', 'gi', 'podredja', '.']","['tam', 'da', 'gi', 'podredja', '.']","['tam', 'da', 'gi', 'podredja']",4,Там да ги подедя [: подредя] .,"['там', 'да', 'ги', 'подедя', 'подредя']",Там да ги подедя .,Там да ги подредя .,Там да ги подредя .
UTT_002147,ALE,1;06.21,VEL,baba Stefanka shte ti napravi li pitki ?,"['baba', 'Stefanka', 'shte', 'ti', 'napravi', 'li', 'pitki', '?']","['baba', 'stefanka', 'shte', 'ti', 'napravi', 'li', 'pitki', '?']","['baba', 'stefanka', 'shte', 'ti', 'napravi', 'li', 'pitki']",7,Баба стефанка ще ти направи ли питки ?,"['баба', 'стефанка', 'ще', 'ти', 'направи', 'ли', 'питки']",Баба стефанка ще ти направи ли питки ?,Баба стефанка ще ти направи ли питки ?,Баба стефанка ще ти направи ли питки ?
UTT_028742,SIM,2;00.06,SIM,mnogo vkusni kekschetata .,"['mnogo', 'vkusni', 'kekschetata', '.']","['mnogo', 'vkusni', 'kekschetata', '.']","['mnogo', 'vkusni', 'kekschetata']",3,Много вкусни кексчетата .,"['много', 'вкусни', 'кексчетата']",Много вкусни кексчетата .,Много вкусни кексчетата .,Много вкусни кексчетата .
UTT_026290,SIM,1;09.23,PLA,"nali go chu, che se razplaka ?","['nali', 'go', 'chu', ',', 'che', 'se', 'razplaka', '?']","['nali', 'go', 'chu', ',', 'che', 'se', 'razplaka', '?']","['nali', 'go', 'chu', 'che', 'se', 'razplaka']",6,"Нали го чу, че се разплака ?","['нали', 'го', 'чу', 'че', 'се', 'разплака']","Нали го чу , че се разплака ?","Нали го чу , че се разплака ?","Нали го чу , че се разплака ?"
UTT_024076,SIM,1;08.14,SIM,doda [: voda] tuk .,"['voda', 'tuk', '.']","['voda', 'tuk', '.']","['voda', 'tuk']",2,Дода [: вода] тук .,"['дода', 'вода', 'тук']",Дода тук .,вода тук .,Вода тук .
UTT_002940,ALE,1;08.22,ALE,a [: na] gyyneto [: gyrneto] .,"['na', 'gyrneto', '.']","['na', 'gyrneto', '.']","['na', 'gyrneto']",2,А [: на] гъънето [: гърнето] .,"['а', 'на', 'гъънето', 'гърнето']",А гъънето .,на гърнето ., На гърнето .
UTT_020530,SIM,1;05.10,SIM,mamo ?,"['mamo', '?']","['mamo', '?']",['mamo'],1,Мамо ?,['мамо'],Мамо ?,Мамо ?,Мамо ?
UTT_016557,ELI,1;06.21,ELI,a-m@o .,"['a-m', '.']","['a-m', '.']",['a-m'],1,А-м@о .,"['а-м', 'о']",А-м .,А-м .,А-м .
UTT_002570,ALE,1;07.20,VEL,zashto na mama mersi ?,"['zashto', 'na', 'mama', 'mersi', '?']","['zashto', 'na', 'mama', 'mersi', '?']","['zashto', 'na', 'mama', 'mersi']",4,Защо на мама мерси ?,"['защо', 'на', 'мама', 'мерси']",Защо на мама мерси ?,Защо на мама мерси ?,Защо на мама мерси ?
UTT_004532,ALE,1;10.12,ALE,Mina .,"['Mina', '.']","['mina', '.']",['mina'],1,Мина .,['мина'],Мина .,Мина .,Мина .
UTT_019952,SIM,1;04.25,PLA,shte govorish li na bebeto ?,"['shte', 'govorish', 'li', 'na', 'bebeto', '?']","['shte', 'govorish', 'li', 'na', 'bebeto', '?']","['shte', 'govorish', 'li', 'na', 'bebeto']",5,Ще говориш ли на бебето ?,"['ще', 'говориш', 'ли', 'на', 'бебето']",Ще говориш ли на бебето ?,Ще говориш ли на бебето ?,Ще говориш ли на бебето ?
UTT_010147,BOG,2;04.05,IRE,"Ami, njama .","['Ami', ',', 'njama', '.']","['ami', ',', 'njama', '.']","['ami', 'njama']",2,"Ами, няма .","['ами', 'няма']","Ами , няма .","Ами , няма .","Ами , няма ."
UTT_002067,ALE,1;06.21,ALE,anichka [: ranichka] .,"['ranichka', '.']","['ranichka', '.']",['ranichka'],1,Аничка [: раничка] .,"['аничка', 'раничка']",Аничка .,раничка .,Раничка .
UTT_007260,ALE,2;04.09,ALE,djado Sasho .,"['djado', 'Sasho', '.']","['djado', 'sasho', '.']","['djado', 'sasho']",2,Дядо сашо .,"['дядо', 'сашо']",Дядо сашо .,Дядо сашо .,Дядо Сашо .
UTT_014023,ELI,1;05.08,EXP,na kolko ?,"['na', 'kolko', '?']","['na', 'kolko', '?']","['na', 'kolko']",2,На колко ?,"['на', 'колко']",На колко ?,На колко ?,На колко ?
UTT_043427,TEF,2;03.24,TEF,ikam mama !,"['ikam', 'mama', '!']","['ikam', 'mama', '!']","['ikam', 'mama']",2,Икам мама !,"['икам', 'мама']",Икам мама !,Икам мама !,Икам мама !
UTT_019988,SIM,1;04.25,SIM,"ela, ela, ela !","['ela', ',', 'ela', ',', 'ela', '!']","['ela', ',', 'ela', ',', 'ela', '!']","['ela', 'ela', 'ela']",3,"Ела, ела, ела !","['ела', 'ела', 'ела']","Ела , ела , ела !","Ела , ела , ела !","Ела , ела , ела !"
UTT_019630,SIM,1;04.19,SIM,kochi [: skochi] .,"['skochi', '.']","['skochi', '.']",['skochi'],1,Кочи [: скочи] .,"['кочи', 'скочи']",Кочи .,скочи .,Скочи .
UTT_011456,ELI,1;02.08,EXP,"chakaj az shte sedna do teb, za da mozhem da razgovarjame .","['chakaj', 'az', 'shte', 'sedna', 'do', 'teb', ',', 'za', 'da', 'mozhem', 'da', 'razgovarjame', '.']","['chakaj', 'az', 'shte', 'sedna', 'do', 'teb', ',', 'za', 'da', 'mozhem', 'da', 'razgovarjame', '.']","['chakaj', 'az', 'shte', 'sedna', 'do', 'teb', 'za', 'da', 'mozhem', 'da', 'razgovarjame']",11,"Чакай аз ще седна до теб, за да можем да разговаряме .","['чакай', 'аз', 'ще', 'седна', 'до', 'теб', 'за', 'да', 'можем', 'да', 'разговаряме']","Чакай аз ще седна до теб , за да можем да разговаряме .","Чакай аз ще седна до теб , за да можем да разговаряме .","Чакай аз ще седна до теб , за да можем да разговаряме ."
UTT_023939,SIM,1;08.13,SIM,"more, more, more, more .","['more', ',', 'more', ',', 'more', ',', 'more', '.']","['more', ',', 'more', ',', 'more', ',', 'more', '.']","['more', 'more', 'more', 'more']",4,"Море, море, море, море .","['море', 'море', 'море', 'море']","Море , море , море , море .","Море , море , море , море .","Море , море , море , море ."
UTT_000399,ALE,1;01.29,VEL,kakvo mamo !,"['kakvo', 'mamo', '!']","['kakvo', 'mamo', '!']","['kakvo', 'mamo']",2,Какво мамо !,"['какво', 'мамо']",Какво мамо !,Какво мамо !,Какво мамо !
UTT_004073,ALE,1;09.19,ALE,kasetata .,"['kasetata', '.']","['kasetata', '.']",['kasetata'],1,Касетата .,['касетата'],Касетата .,Касетата .,Касетата .
UTT_035021,SIM,2;08.16,PLA,da.,"['da', '.']","['da', '.']",['da'],1,Да.,['да'],Да .,Да .,Да .
UTT_031665,SIM,2;04.19,SIM,"sega ne amkam gybki, ama tati izjada [: izjade] edna gybka.","['sega', 'ne', 'amkam', 'gybki', ',', 'ama', 'tati', 'izjade', 'edna', 'gybka', '.']","['sega', 'ne', 'amkam', 'gybki', ',', 'ama', 'tati', 'izjade', 'edna', 'gybka', '.']","['sega', 'ne', 'amkam', 'gybki', 'ama', 'tati', 'izjade', 'edna', 'gybka']",9,"Сега не амкам гъбки, ама тати изяда [: изяде] една гъбка.","['сега', 'не', 'амкам', 'гъбки', 'ама', 'тати', 'изяда', 'изяде', 'една', 'гъбка']","Сега не амкам гъбки , ама тати изяда една гъбка .","Сега не амкам гъбки , ама тати изяде една гъбка .","Сега не амкам гъбки , ама тати изяде една гъбка ."
UTT_026648,SIM,1;10.01,SIM,"am, am, ne .","['am', ',', 'am', ',', 'ne', '.']","['am', ',', 'am', ',', 'ne', '.']","['am', 'am', 'ne']",3,"Ам, ам, не .","['ам', 'ам', 'не']","Ам , ам , не .","Ам , ам , не .","Ам , ам , не ."
UTT_036473,SIM,2;10.09,SIM,"ne, toj mi se padna.","['ne', ',', 'toj', 'mi', 'se', 'padna', '.']","['ne', ',', 'toj', 'mi', 'se', 'padna', '.']","['ne', 'toj', 'mi', 'se', 'padna']",5,"Не, той ми се падна.","['не', 'той', 'ми', 'се', 'падна']","Не , той ми се падна .","Не , той ми се падна .","Не , той ми се падна ."
UTT_029287,SIM,2;01.06,SIM,posle trite stanalo.,"['posle', 'trite', 'stanalo', '.']","['posle', 'trite', 'stanalo', '.']","['posle', 'trite', 'stanalo']",3,После трите станало.,"['после', 'трите', 'станало']",После трите станало .,После трите станало .,После трите станало .
UTT_011853,ELI,1;02.16,DED,kyde e bau-bau@o ?,"['kyde', 'e', 'bau-bau', '?']","['kyde', 'e', 'bau-bau', '?']","['kyde', 'e', 'bau-bau']",3,Къде е бау-бау@о ?,"['къде', 'е', 'бау-бау', 'о']",Къде е бау-бау ?,Къде е бау-бау ?,Къде е бау-бау ?
UTT_041824,TEF,2;02.16,TEF,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_002176,ALE,1;06.21,VEL,e kak shte e Sashito !,"['e', 'kak', 'shte', 'e', 'Sashito', '!']","['e', 'kak', 'shte', 'e', 'sashito', '!']","['e', 'kak', 'shte', 'e', 'sashito']",5,Е как ще е сашито !,"['е', 'как', 'ще', 'е', 'сашито']",Е как ще е сашито !,Е как ще е сашито !,Е как ще е сашито !
UTT_001782,ALE,1;06.21,ALE,oti ino rejs .,"['oti', 'ino', 'rejs', '.']","['oti', 'ino', 'rejs', '.']","['oti', 'ino', 'rejs']",3,Оти ино рейс .,"['оти', 'ино', 'рейс']",Оти ино рейс .,Оти ино рейс .,Оти ино рейс .
UTT_011084,ELI,1;01.29,MAM,sin'a .,"[""sin'a"", '.']","[""sin'a"", '.']","[""sin'a""]",1,Син'а .,"['син', 'а']",Син'а .,Син'а .,Синя .
UTT_004965,ALE,1;11.14,ALE,xxxcheto !,"['xxxcheto', '!']","['xxxcheto', '!']",['xxxcheto'],1,Xxxчето !,['xxxчето'],Xxxчето !,Xxxчето !,Xxxчето !
UTT_037018,SIM,2;11.29,PLA,"zashtoto e kukla, mamo.","['zashtoto', 'e', 'kukla', ',', 'mamo', '.']","['zashtoto', 'e', 'kukla', ',', 'mamo', '.']","['zashtoto', 'e', 'kukla', 'mamo']",4,"Защото е кукла, мамо.","['защото', 'е', 'кукла', 'мамо']","Защото е кукла , мамо .","Защото е кукла , мамо .","Защото е кукла , мамо ."
UTT_029727,SIM,2;02.06,SIM,Kaljancho [: Kalojancho] pravja brr ushite.,"['Kalojancho', 'pravja', 'brr', 'ushite', '.']","['kalojancho', 'pravja', 'brr', 'ushite', '.']","['kalojancho', 'pravja', 'brr', 'ushite']",4,Калянчо [: калоянчо] правя брр ушите.,"['калянчо', 'калоянчо', 'правя', 'брр', 'ушите']",Калянчо правя брр ушите .,калоянчо правя брр ушите .,Калоянчо правя брр ушите .
UTT_000518,ALE,1;01.29,ALE,ej .,"['ej', '.']","['ej', '.']",['ej'],1,Ей .,['ей'],Ей .,Ей .,Ей .
UTT_012320,ELI,1;02.17,MAM,duxaj !,"['duxaj', '!']","['duxaj', '!']",['duxaj'],1,Дуxай !,['дуxай'],Дуxай !,Дуxай !,Дуxай !
UTT_040293,TEF,2;00.09,TEF,am-am-am .,"['am-am-am', '.']","['am-am-am', '.']",['am-am-am'],1,Ам-ам-ам .,['ам-ам-ам'],Ам-ам-ам .,Ам-ам-ам .,Ам-ам-ам .
UTT_014879,ELI,1;05.25,EXP,kyde se krie ?,"['kyde', 'se', 'krie', '?']","['kyde', 'se', 'krie', '?']","['kyde', 'se', 'krie']",3,Къде се крие ?,"['къде', 'се', 'крие']",Къде се крие ?,Къде се крие ?,Къде се крие ?
UTT_009073,BOG,2;02.27,BOG,tuka vyte [: vytre] !,"['tuka', 'vytre', '!']","['tuka', 'vytre', '!']","['tuka', 'vytre']",2,Тука въте [: вътре] !,"['тука', 'въте', 'вътре']",Тука въте !,Тука вътре !,Тука вътре !
UTT_012040,ELI,1;02.17,EXP,"xajde davaj dani, dij !","['xajde', 'davaj', 'dani', ',', 'dij', '!']","['xajde', 'davaj', 'dani', ',', 'dij', '!']","['xajde', 'davaj', 'dani', 'dij']",4,"Xайде давай дани, дий !","['xайде', 'давай', 'дани', 'дий']","Xайде давай дани , дий !","Xайде давай дани , дий !","Xайде давай дани , дий !"
UTT_007699,ALE,2;04.09,ALE,zemi mama mjasto .,"['zemi', 'mama', 'mjasto', '.']","['zemi', 'mama', 'mjasto', '.']","['zemi', 'mama', 'mjasto']",3,Земи мама място .,"['земи', 'мама', 'място']",Земи мама място .,Земи мама място .,Земи мама място .
UTT_003997,ALE,1;09.19,ALE,eto ja pytetkata [: pytechkata] .,"['eto', 'ja', 'pytechkata', '.']","['eto', 'ja', 'pytechkata', '.']","['eto', 'ja', 'pytechkata']",3,Ето я пътетката [: пътечката] .,"['ето', 'я', 'пътетката', 'пътечката']",Ето я пътетката .,Ето я пътечката .,Ето я пътечката .
UTT_011418,ELI,1;02.08,EXP,vizh taralezha !,"['vizh', 'taralezha', '!']","['vizh', 'taralezha', '!']","['vizh', 'taralezha']",2,Виж таралежа !,"['виж', 'таралежа']",Виж таралежа !,Виж таралежа !,Виж таралежа !
UTT_043711,TEF,2;04.21,TEF,necho [: neshto] tanalo [: stanalo] mojta kycha [: kyshta] !,"['neshto', 'stanalo', 'mojta', 'kyshta', '!']","['neshto', 'stanalo', 'mojta', 'kyshta', '!']","['neshto', 'stanalo', 'mojta', 'kyshta']",4,Нечо [: нещо] танало [: станало] мойта къча [: къща] !,"['нечо', 'нещо', 'танало', 'станало', 'мойта', 'къча', 'къща']",Нечо танало мойта къча !,нещо станало мойта къща !,Нещо станало мойта къща !
UTT_021868,SIM,1;06.27,KAL,xajde izpij tova .,"['xajde', 'izpij', 'tova', '.']","['xajde', 'izpij', 'tova', '.']","['xajde', 'izpij', 'tova']",3,Xайде изпий това .,"['xайде', 'изпий', 'това']",Xайде изпий това .,Xайде изпий това .,Xайде изпий това .
UTT_044364,TEF,2;05.25,VEL,ja vizh tuka sega ?,"['ja', 'vizh', 'tuka', 'sega', '?']","['ja', 'vizh', 'tuka', 'sega', '?']","['ja', 'vizh', 'tuka', 'sega']",4,Я виж тука сега ?,"['я', 'виж', 'тука', 'сега']",Я виж тука сега ?,Я виж тука сега ?,Я виж тука сега ?
UTT_024642,SIM,1;09.02,PLA,"a, mamo, az da meta .","['a', ',', 'mamo', ',', 'az', 'da', 'meta', '.']","['a', ',', 'mamo', ',', 'az', 'da', 'meta', '.']","['a', 'mamo', 'az', 'da', 'meta']",5,"А, мамо, аз да мета .","['а', 'мамо', 'аз', 'да', 'мета']","А , мамо , аз да мета .","А , мамо , аз да мета .","А , мамо , аз да мета ."
UTT_030408,SIM,2;02.17,SIM,eto v rykiki [: rychichki].,"['eto', 'v', 'rychichki', '.']","['eto', 'v', 'rychichki', '.']","['eto', 'v', 'rychichki']",3,Ето в ръкики [: ръчички].,"['ето', 'в', 'ръкики', 'ръчички']",Ето в ръкики .,Ето в ръчички,Ето в ръчички .
UTT_011165,ELI,1;02.08,EXP,Ela .,"['Ela', '.']","['ela', '.']",['ela'],1,Ела .,['ела'],Ела .,Ела .,Ела .
UTT_020215,SIM,1;05.02,SIM,"dam [: daj], dam [: daj], dam [: daj] .","['daj', ',', 'daj', ',', 'daj', '.']","['daj', ',', 'daj', ',', 'daj', '.']","['daj', 'daj', 'daj']",3,"Дам [: дай], дам [: дай], дам [: дай] .","['дам', 'дай', 'дам', 'дай', 'дам', 'дай']","Дам , дам , дам .",дай дай дай .,"Дай , дай , дай ."
UTT_031039,SIM,2;03.16,SIM,az sym goljama.,"['az', 'sym', 'goljama', '.']","['az', 'sym', 'goljama', '.']","['az', 'sym', 'goljama']",3,Аз съм голяма.,"['аз', 'съм', 'голяма']",Аз съм голяма .,Аз съм голяма .,Аз съм голяма .
